mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
42.51005228360494,5.236116986367787,4.082299868265788,0.5301887854007957,32,5,adam,"{'batch_size': 32, 'epochs': 5, 'optimizer': 'adam'}",0.9396666666666667,0.9423333333333334,0.9453151050350117,0.9424383683450039,0.002307161064382749,9,0.9858309718286381,0.981663610601767,0.984,0.9838315274768017,0.0017054837323785448
39.45167016983032,2.037708728153113,4.314903020858765,0.25019954823536017,32,5,rmsprop,"{'batch_size': 32, 'epochs': 5, 'optimizer': 'rmsprop'}",0.94,0.9476666666666667,0.9479826608869624,0.9452164425178763,0.0036908370770098943,7,0.9851641940323387,0.9833305550925154,0.9831666666666666,0.9838871385971736,0.0009054898462141313
77.65361436208089,5.432018363285399,3.4696105321248374,0.6949159294045714,32,10,adam,"{'batch_size': 32, 'epochs': 10, 'optimizer': 'adam'}",0.9503333333333334,0.958,0.9563187729243081,0.9548840354192137,0.0032902176448615424,1,0.998999833305551,0.9949991665277547,0.9976666666666667,0.9972218888333241,0.0016632707050698791
74.0807375907898,1.1912911477398054,4.394622723261516,0.8684487573096378,32,10,rmsprop,"{'batch_size': 32, 'epochs': 10, 'optimizer': 'rmsprop'}",0.9456666666666667,0.959,0.9499833277759253,0.9515499981475305,0.005554894927562762,3,0.9961660276712786,0.9993332222037006,0.9965,0.9973330832916597,0.001420868544161828
27.162537415822346,1.0969056326698523,4.225603262583415,0.1690072815567863,64,5,adam,"{'batch_size': 64, 'epochs': 5, 'optimizer': 'adam'}",0.9333333333333333,0.9393333333333334,0.9419806602200733,0.9382157756289132,0.0036176204876101816,10,0.9738289714952492,0.9691615269211535,0.975,0.9726634994721343,0.0025219946802219036
28.039236625035603,1.5597271444034655,3.932029406229655,0.4743410228481972,64,5,rmsprop,"{'batch_size': 64, 'epochs': 5, 'optimizer': 'rmsprop'}",0.939,0.946,0.9479826608869624,0.9443275536289875,0.003853124861760549,8,0.9768294715785965,0.9783297216202701,0.9765,0.9772197310662888,0.0007963236999785884
51.31124997138977,2.6805085429079485,2.6876394748687744,0.44940134178230984,64,10,adam,"{'batch_size': 64, 'epochs': 10, 'optimizer': 'adam'}",0.945,0.9476666666666667,0.9549849949983328,0.9492172205549997,0.00422123159750419,4,0.9959993332222037,0.9904984164027338,0.994,0.9934992498749793,0.0022734825678479616
50.69752629597982,0.8435618410732193,2.0152762730916343,0.09483588550044772,64,10,rmsprop,"{'batch_size': 64, 'epochs': 10, 'optimizer': 'rmsprop'}",0.95,0.9513333333333334,0.9543181060353451,0.9518838131228927,0.0018053219347540202,2,0.9973328888148024,0.9939989998333055,0.9953333333333333,0.9955550739938137,0.0013700561121402595
27.918858607610066,0.7881637236284711,2.9100825786590576,0.3406295011488999,128,5,adam,"{'batch_size': 128, 'epochs': 5, 'optimizer': 'adam'}",0.9326666666666666,0.9333333333333333,0.9399799933311104,0.9353266644437035,0.0033016373121925345,11,0.9641606934489082,0.9594932488748125,0.962,0.9618846474412402,0.0019072212548929656
28.026234944661457,0.45154919724099424,2.8727155526479087,0.6638559139272745,128,5,rmsprop,"{'batch_size': 128, 'epochs': 5, 'optimizer': 'rmsprop'}",0.9296666666666666,0.934,0.9383127709236412,0.933993145863436,0.003529760609447365,12,0.9658276379396566,0.9636606101016836,0.9643333333333334,0.9646071937915579,0.0009056312993603794
33.388834953308105,1.0899062641995083,1.161164124806722,0.377723538540204,128,10,adam,"{'batch_size': 128, 'epochs': 10, 'optimizer': 'adam'}",0.943,0.944,0.9523174391463821,0.9464391463821274,0.004176581087182638,5,0.9903317219536589,0.9833305550925154,0.9863333333333333,0.986665203459836,0.0028678316652181774
25.903982480367024,2.4525214882335953,0.4969225724538167,0.1431361352555972,128,10,rmsprop,"{'batch_size': 128, 'epochs': 10, 'optimizer': 'rmsprop'}",0.942,0.9463333333333334,0.9503167722574192,0.9462167018635842,0.003396309503980893,6,0.9873312218703117,0.9883313885647608,0.9886666666666667,0.9881097590339131,0.0005672700343080029
